10710,1400,17,5,-92
10711,1402,17,5,-92
10712,1404,17,4,-91
10713,1410,16,3,-92
10714,1411,17,3,-92
10715,1410,16,3,-91
10716,1405,15,2,-91
10717,1400,14,2,-91
10718,1400,13,0,-91
10719,1404,11,1,-89
10720,1410,10,1,-91
10721,1421,9,2,-94
10722,1421,8,4,-99
10723,1417,8,5,-100
10724,1414,10,5,-102
10725,1414,15,4,-104
10726,1430,27,0,-111
10727,1435,30,-2,-114
10728,1437,34,-5,-118
10729,1433,36,-8,-125
10730,1429,35,-8,-127
10731,1419,34,-6,-128
10732,1404,31,-3,-129
10733,1407,28,0,-129
10734,1420,26,7,-130
10735,1423,20,21,-133
10736,1425,15,39,-141
10737,1449,10,52,-153
10738,1453,10,53,-156
10739,1430,14,52,-157
10740,1380,21,48,-152
10741,1354,22,48,-144
10742,1354,17,47,-132
10743,1350,7,44,-118
10744,1351,-6,38,-106
10745,1386,-28,36,-94
10746,1393,-34,37,-92
10747,1399,-40,38,-91
10748,1410,-47,39,-92
10749,1439,-43,36,-104
10750,1443,-39,34,-107
10751,1436,-31,31,-110
10752,1402,-4,27,-116
10753,1401,2,27,-117
10754,1408,14,27,-116
10755,1405,25,27,-114
10756,1387,30,28,-111
10757,1392,32,28,-109
10758,1410,33,28,-108
10759,1410,31,25,-108
10760,1400,26,23,-108
10761,1395,21,21,-106
10762,1391,15,19,-101
10763,1375,10,18,-92
10764,1364,7,17,-89
10765,1367,3,16,-81
10766,1376,0,13,-76
10767,1383,-3,12,-70
10768,1384,-5,11,-68
10769,1387,-6,10,-65
10770,1395,-8,11,-64
10771,1416,-9,10,-67
10772,1438,-11,9,-76
10773,1440,-11,10,-78
10774,1437,-11,10,-81
10775,1423,-11,11,-86
10776,1416,-10,11,-90
10777,1419,-9,11,-90
10778,1423,-7,11,-91
10779,1422,-5,10,-97
10780,1424,-5,10,-99
10781,1431,-5,9,-103
10782,1429,-4,9,-106
10783,1410,-6,8,-108
10784,1399,-7,8,-108
10785,1400,-9,7,-106
