17529,1576,-4,1,-17
17530,1476,-4,2,-1
17531,1507,-5,1,0
17532,1532,-5,0,0
17533,1547,-6,0,1
17534,1530,-5,0,2
17535,1501,-4,-1,3
17536,1469,-4,0,3
17537,1443,-3,0,2
17538,1429,-2,-1,0
17539,1427,-1,0,-1
17540,1435,0,0,-4
17541,1446,1,0,-9
17542,1461,4,0,-12
17543,1461,5,0,-16
17544,1452,6,-1,-19
17545,1425,8,-1,-26
17546,1416,10,-1,-37
17547,1438,12,-2,-44
17548,1450,14,-3,-52
17549,1440,14,-5,-60
17550,1424,14,-6,-71
17551,1400,13,-8,-85
17552,1392,12,-11,-94
17553,1373,9,-15,-116
17554,1316,4,-22,-153
17555,1276,2,-24,-181
17556,1308,2,-17,-200
17557,1213,2,0,-200
17558,1475,7,18,-200
17559,1474,26,15,-200
17560,1474,23,10,-200
17561,2044,19,3,-173
17562,1796,16,-6,-141
17563,1412,14,-13,-105
17564,1381,12,-14,-100
17565,1450,12,-15,-94
17566,1644,14,-14,-84
17567,1627,14,-13,-79
17568,1509,13,-12,-66
17569,1443,11,-12,-51
17570,1548,12,-14,-47
17571,1570,11,-12,-46
17572,1477,9,-7,-46
17573,1409,7,-7,-46
17574,1435,1,-10,-53
17575,1464,0,-8,-58
17576,1483,-2,-10,-65
17577,1429,-4,-12,-79
17578,1376,-5,-13,-88
17579,1389,-2,-14,-102
17580,1415,0,-13,-117
17581,1398,2,-10,-134
17582,1385,9,-4,-155
17583,1416,11,-3,-157
17584,1450,14,-3,-159
17585,1515,18,-4,-155
17586,1520,19,-9,-141
17587,1507,18,-11,-137
17588,1493,17,-14,-133
17589,1500,16,-17,-122
17590,1507,16,-17,-120
17591,1513,16,-18,-114
17592,1513,16,-17,-106
17593,1512,16,-16,-95
17594,1510,16,-14,-90
17595,1501,16,-13,-85
17596,1495,16,-13,-82
17597,1481,15,-13,-82
17598,1476,16,-12,-82
17599,1473,15,-13,-82
17600,1470,14,-12,-84
17601,1461,13,-13,-87
17602,1458,12,-13,-88
17603,1452,10,-13,-92
17604,1449,9,-13,-99
17605,1448,8,-13,-102
17606,1451,9,-13,-106
17607,1457,8,-12,-110
17608,1463,9,-13,-112
17609,1464,11,-13,-116
17610,1464,11,-12,-116
17611,1468,11,-12,-117
17612,1477,12,-13,-116
17613,1483,13,-12,-113
17614,1482,13,-13,-113
17615,1480,14,-14,-112
17616,1482,14,-14,-109
17617,1483,14,-15,-108
17618,1483,14,-15,-106
17619,1484,13,-15,-104
17620,1483,12,-14,-103
17621,1481,12,-13,-101
17622,1479,11,-12,-100
17623,1478,12,-11,-99
17624,1475,10,-11,-99
17625,1474,10,-11,-99
17626,1472,9,-11,-100
17627,1469,10,-10,-101
17628,1468,10,-9,-101
17629,1468,10,-10,-103
17630,1467,10,-10,-104
17631,1466,9,-10,-106
17632,1470,9,-10,-107
17633,1472,9,-10,-107
17634,1473,9,-10,-108
17635,1472,9,-10,-108
17636,1472,9,-11,-109
17637,1473,10,-11,-109
17638,1474,9,-11,-109
17639,1476,10,-11,-109
17640,1475,10,-10,-108
17641,1476,9,-10,-108
17642,1478,9,-10,-107
17643,1478,9,-10,-106
17644,1476,8,-10,-106
17645,1473,8,-11,-106
17646,1474,8,-10,-106
17647,1475,8,-10,-106
17648,1477,7,-10,-104
17649,1478,8,-10,-104
17650,1479,8,-10,-103
17651,1477,9,-11,-103
17652,1475,9,-11,-103
17653,1474,9,-10,-103
17654,1472,8,-8,-103
17655,1479,10,-12,-102
17656,1480,9,-11,-104
17657,1476,9,-9,-104
17658,1464,9,-11,-104
17659,1472,10,-11,-106
17660,1475,10,-11,-105
17661,1478,10,-10,-105
17662,1475,10,-11,-105
17663,1474,10,-11,-105
17664,1470,10,-11,-106
17665,1469,10,-11,-107
17666,1473,11,-11,-107
17667,1477,10,-11,-107
17668,1480,11,-12,-106
17669,1477,10,-11,-106
17670,1472,10,-12,-106
17671,1472,11,-11,-106
17672,1475,10,-11,-106
17673,1479,11,-11,-106
17674,1478,10,-11,-105
17675,1477,11,-11,-104
17676,1476,10,-10,-104
17677,1472,11,-10,-105
17678,1473,11,-11,-104
17679,1472,11,-11,-105
17680,1473,11,-11,-105
17681,1474,11,-11,-105
17682,1475,11,-11,-105
17683,1473,11,-10,-106
17684,1472,12,-10,-105
17685,1472,12,-10,-105
17686,1475,12,-10,-106
17687,1476,12,-10,-106
17688,1475,12,-10,-105
17689,1474,11,-9,-106
17690,1474,12,-10,-105
17691,1474,12,-11,-106
17692,1475,12,-10,-105
17693,1474,13,-10,-105
17694,1475,13,-9,-104
17695,1475,12,-9,-105
17696,1475,13,-10,-105
17697,1472,13,-10,-105
17698,1472,13,-10,-106
17699,1472,13,-10,-105
17700,1476,13,-10,-105
17701,1478,13,-9,-105
17702,1477,13,-10,-104
17703,1472,13,-9,-104
17704,1470,13,-10,-106
17705,1477,13,-10,-105
17706,1477,14,-10,-105
17707,1476,14,-10,-105
17708,1473,14,-10,-105
17709,1472,14,-10,-106
17710,1474,13,-10,-106
17711,1475,14,-10,-106
17712,1474,14,-10,-106
17713,1473,14,-10,-106
17714,1473,13,-10,-105
17715,1475,13,-10,-105
17716,1476,13,-10,-106
17717,1473,13,-11,-105
17718,1472,13,-11,-106
17719,1474,13,-10,-106
17720,1476,13,-10,-105
17721,1475,13,-10,-105
17722,1475,13,-10,-105
17723,1475,13,-10,-104
17724,1474,13,-10,-105
17725,1473,13,-10,-104
17726,1472,14,-11,-105
17727,1473,13,-11,-105
17728,1474,13,-11,-105
17729,1472,13,-10,-106
17730,1472,13,-8,-106
17731,1474,13,-8,-105
17732,1475,14,-9,-104
17733,1479,14,-11,-103
17734,1482,14,-12,-103
17735,1482,13,-12,-105
17736,1477,12,-11,-105
17737,1462,12,-11,-105
17738,1460,12,-12,-105
17739,1464,12,-13,-105
17740,1471,12,-13,-106
17741,1478,12,-12,-105
17742,1481,13,-10,-105
17743,1475,13,-10,-104
17744,1475,13,-11,-103
17745,1476,13,-11,-105
17746,1472,13,-11,-105
17747,1466,13,-11,-105
17748,1469,13,-11,-105
17749,1479,14,-11,-105
17750,1480,13,-11,-105
17751,1473,13,-11,-105
17752,1469,13,-10,-105
17753,1474,13,-10,-105
17754,1477,13,-10,-105
17755,1471,13,-10,-105
17756,1472,12,-10,-106
17757,1473,12,-10,-105
17758,1477,12,-10,-105
17759,1474,12,-10,-105
17760,1473,12,-10,-105
17761,1472,12,-11,-104
17762,1475,12,-11,-105
17763,1475,12,-10,-105
17764,1475,13,-11,-105
17765,1474,13,-10,-105
17766,1474,13,-10,-104
17767,1474,13,-10,-105
17768,1475,13,-11,-105
17769,1473,13,-11,-106
17770,1473,13,-10,-105
17771,1473,13,-10,-105
17772,1474,13,-12,-105
17773,1474,14,-11,-105
17774,1472,14,-11,-106
17775,1475,13,-11,-105
17776,1478,13,-11,-105
17777,1477,13,-11,-105
17778,1469,13,-12,-105
17779,1469,13,-12,-105
17780,1472,13,-12,-105
17781,1476,13,-12,-105
17782,1474,13,-12,-104
17783,1472,13,-12,-105
17784,1471,13,-12,-105
17785,1473,13,-12,-105
17786,1477,13,-12,-105
17787,1475,13,-12,-105
17788,1474,13,-12,-105
17789,1474,13,-12,-105
17790,1474,12,-12,-105
17791,1475,13,-12,-105
17792,1476,12,-12,-105
17793,1473,13,-12,-105
17794,1473,12,-12,-104
17795,1474,12,-11,-105
17796,1476,12,-12,-104
17797,1475,12,-11,-104
17798,1474,13,-11,-105
17799,1470,12,-12,-104
17800,1473,12,-12,-105
17801,1473,12,-12,-106
17802,1474,12,-12,-106
17803,1473,13,-11,-106
17804,1474,12,-11,-106
17805,1476,12,-11,-105
17806,1475,12,-11,-105
17807,1474,13,-11,-105
17808,1474,13,-11,-105
17809,1473,12,-12,-105
17810,1474,13,-12,-105
17811,1474,12,-12,-105
17812,1475,12,-12,-105
17813,1475,12,-12,-106
17814,1475,12,-12,-105
17815,1473,12,-12,-106
17816,1472,12,-12,-106
17817,1472,12,-10,-106
17818,1474,12,-10,-105
17819,1478,13,-11,-103
17820,1480,11,-12,-105
17821,1472,11,-12,-105
17822,1460,11,-12,-104
17823,1470,11,-14,-105
17824,1482,11,-13,-105
17825,1476,11,-11,-105
17826,1472,11,-11,-104
17827,1477,11,-11,-103
17828,1474,12,-12,-105
17829,1468,12,-12,-105
17830,1464,11,-12,-105
17831,1467,12,-12,-105
17832,1480,12,-13,-106
17833,1479,12,-13,-106
17834,1473,12,-12,-106
17835,1472,12,-12,-106
17836,1475,12,-12,-105
17837,1478,12,-12,-105
17838,1476,12,-12,-105
17839,1472,12,-12,-106
17840,1472,12,-12,-105
17841,1476,12,-12,-104
17842,1476,12,-12,-105
17843,1472,12,-12,-105
17844,1472,12,-12,-104
17845,1474,12,-12,-105
17846,1476,12,-12,-105
17847,1474,13,-12,-105
17848,1473,12,-12,-105
17849,1472,13,-12,-105
17850,1474,13,-12,-105
17851,1474,13,-12,-105
17852,1474,13,-12,-106
17853,1473,12,-11,-105
17854,1474,13,-13,-106
17855,1472,13,-12,-106
17856,1472,13,-12,-106
17857,1473,12,-12,-106
17858,1477,13,-12,-105
17859,1476,12,-13,-105
17860,1473,12,-12,-104
17861,1469,12,-12,-104
17862,1475,13,-13,-104
17863,1477,13,-12,-105
17864,1478,13,-12,-104
17865,1475,13,-12,-104
17866,1472,12,-12,-104
17867,1472,13,-12,-104
17868,1473,13,-12,-104
17869,1473,12,-12,-105
17870,1473,12,-12,-105
17871,1472,13,-12,-104
17872,1474,13,-13,-105
17873,1475,13,-13,-104
17874,1476,13,-13,-105
17875,1475,13,-13,-104
17876,1474,13,-13,-104
17877,1474,13,-13,-104
17878,1475,13,-13,-104
17879,1475,13,-13,-104
17880,1474,13,-13,-105
17881,1474,13,-13,-105
17882,1473,13,-13,-104
17883,1473,13,-13,-104
17884,1473,13,-13,-105
17885,1473,13,-13,-105
17886,1474,13,-13,-104
17887,1474,13,-13,-105
17888,1474,13,-13,-104
17889,1474,13,-13,-105
17890,1475,13,-13,-104
17891,1474,13,-13,-105
17892,1474,13,-13,-105
17893,1473,13,-13,-105
17894,1473,13,-13,-105
17895,1474,13,-13,-104
17896,1476,13,-13,-105
17897,1475,12,-13,-104
17898,1472,12,-14,-105
17899,1469,12,-14,-105
