0,0.0029408,-2.0579,-2.842,-11.76,12.273
0.0078125,0.0037412,-1.9834,-2.6572,-11.964,12.415
0.015625,0.0064259,-1.9277,-2.4412,-12.102,12.495
0.023438,0.011267,-1.8886,-2.1542,-12.225,12.556
0.03125,0.016644,-1.8459,-1.7671,-12.409,12.67
0.039062,0.020584,-1.7738,-1.2848,-12.634,12.823
0.046875,0.022607,-1.6538,-0.76213,-12.855,12.983
0.054688,0.023846,-1.4931,-0.30485,-13.112,13.2
0.0625,0.025352,-1.3429,-0.0010631,-13.456,13.523
0.070312,0.02701,-1.2777,0.18679,-13.805,13.865
0.078125,0.027819,-1.32,0.39063,-14.01,14.078
0.085938,0.025223,-1.4084,0.63163,-14.081,14.165
0.09375,0.014811,-1.4988,0.77747,-14.16,14.26
0.10156,-0.004198,-1.6408,0.8649,-14.233,14.353
0.10938,-0.022286,-1.8461,1.2666,-14.06,14.237
0.11719,-0.027888,-1.946,2.2018,-13.548,13.863
0.125,-0.027278,-1.7289,3.2505,-12.915,13.43
0.13281,-0.041788,-1.1776,3.7504,-12.288,12.901
0.14062,-0.072466,-0.46082,3.5218,-11.465,12.002
0.14844,-0.085435,0.25936,2.911,-10.353,10.758
0.15625,-0.055906,0.91265,2.3713,-9.2827,9.6242
0.16406,-0.0096276,1.45,2.2061,-8.6432,9.0374
0.17188,0.011891,1.7833,2.4329,-8.5103,9.0291
0.17969,0.011711,1.8416,2.7322,-8.7708,9.3693
0.1875,0.022673,1.657,2.7182,-9.3196,9.8483
0.19531,0.045811,1.3303,2.3088,-10.039,10.387
0.20312,0.051554,0.9065,1.7264,-10.809,10.983
0.21094,0.036205,0.35198,1.1955,-11.581,11.647
0.21875,0.027859,-0.33476,0.76798,-12.315,12.344
0.22656,0.034148,-1.0535,0.40293,-12.865,12.914
0.23438,0.029401,-1.6653,0.095585,-13.045,13.151
0.24219,0.0021399,-2.086,-0.10667,-12.847,13.015
0.25,-0.02326,-2.3014,-0.18214,-12.484,12.695
0.25781,-0.025486,-2.3147,-0.19174,-12.16,12.38
0.26562,-0.01665,-2.1093,-0.22283,-11.871,12.059
0.27344,-0.018066,-1.6906,-0.27855,-11.489,11.616
0.28125,-0.028308,-1.1497,-0.28255,-10.953,11.017
0.28906,-0.033591,-0.62476,-0.2046,-10.305,10.326
0.29688,-0.034405,-0.18044,-0.10243,-9.5939,9.5961
0.30469,-0.040812,0.21401,-0.020214,-8.8308,8.8334
0.3125,-0.04929,0.57573,0.060021,-8.0259,8.0468
0.32031,-0.045987,0.8574,0.14322,-7.2446,7.2966
0.32812,-0.030434,1.0179,0.19789,-6.604,6.6849
0.33594,-0.015762,1.0697,0.22722,-6.2036,6.2992
0.34375,-0.0065239,1.0519,0.26818,-6.0709,6.1672
0.35156,0.0040982,0.99839,0.30805,-6.1816,6.2693
0.35938,0.016244,0.90806,0.28635,-6.4957,6.5651
0.36719,0.021865,0.74041,0.19337,-6.9297,6.9718
0.375,0.020765,0.49089,0.09543,-7.3455,7.3625
0.38281,0.021247,0.2404,0.033162,-7.6731,7.6769
0.39062,0.024904,0.069142,-0.043714,-7.9913,7.9917
0.39844,0.024149,-0.021807,-0.18874,-8.374,8.3762
0.40625,0.01531,-0.055631,-0.36518,-8.7333,8.7411
0.41406,0.0048109,-0.021387,-0.50506,-8.9331,8.9474
0.42188,0.0008919,0.096817,-0.60035,-8.9882,9.0087
0.42969,0.0040894,0.28871,-0.66974,-9.0357,9.0651
0.4375,0.0074567,0.52042,-0.69701,-9.1324,9.1737
0.44531,0.0046231,0.74147,-0.66663,-9.1815,9.2354
0.45312,-0.0030815,0.91543,-0.61247,-9.1005,9.1669
0.46094,-0.0080944,1.055,-0.57992,-8.9543,9.0348
0.46875,-0.0061942,1.188,-0.57707,-8.8289,8.9271
0.47656,-0.0023955,1.2928,-0.60113,-8.6889,8.8051
0.48438,-0.0032006,1.3241,-0.67349,-8.4934,8.6223
0.49219,-0.0054794,1.3023,-0.80523,-8.3375,8.4769
0.5,-0.00028106,1.2992,-0.95814,-8.3449,8.4996
0.50781,0.012831,1.3236,-1.0838,-8.52,8.6901
0.51562,0.022738,1.3011,-1.181,-8.786,8.96
0.52344,0.020058,1.1761,-1.2757,-9.0565,9.2212
0.53125,0.0085993,0.96526,-1.3599,-9.2418,9.3911
0.53906,0.00014681,0.71279,-1.3904,-9.299,9.4293
0.54688,0.0003322,0.45368,-1.3507,-9.2958,9.4044
0.55469,0.0045983,0.22746,-1.2879,-9.3472,9.4382
0.5625,0.007745,0.08782,-1.277,-9.4876,9.5736
0.57031,0.010683,0.082743,-1.355,-9.6788,9.7736
0.57812,0.015217,0.22396,-1.4946,-9.9162,10.031
0.58594,0.018779,0.46388,-1.6315,-10.221,10.361
0.59375,0.018671,0.71635,-1.7207,-10.552,10.715
0.60156,0.016686,0.94083,-1.7976,-10.848,11.036
0.60938,0.015972,1.1894,-1.9775,-11.137,11.373
0.61719,0.016937,1.5081,-2.3252,-11.463,11.793
0.625,0.017953,1.8243,-2.7323,-11.773,12.223
0.63281,0.016661,2.0288,-3.0026,-11.976,12.512
0.64062,0.010551,2.1311,-3.035,-12.063,12.62
0.64844,0.00062697,2.2098,-2.8379,-12.086,12.61
0.65625,-0.0060697,2.2428,-2.417,-12.083,12.525
0.66406,-0.0027454,2.1019,-1.7393,-12.099,12.403
0.67188,0.008915,1.7284,-0.80529,-12.257,12.405
0.67969,0.021426,1.2684,0.25476,-12.695,12.76
0.6875,0.02981,1.0017,1.1818,-13.372,13.461
0.69531,0.032267,1.0925,1.7654,-14.051,14.203
0.70312,0.027395,1.4435,2.0661,-14.556,14.772
0.71094,0.016298,1.8375,2.4033,-14.919,15.222
0.71875,0.001957,2.0954,3.0131,-15.118,15.558
0.72656,-0.016321,1.9917,3.703,-14.83,15.415
0.73438,-0.038811,1.2655,4.0028,-13.779,14.405
0.74219,-0.055114,-0.0099646,3.7555,-12.301,12.862
0.75,-0.051732,-1.3149,3.3534,-11.122,11.691
0.75781,-0.03206,-2.2472,3.2135,-10.539,11.245
0.76562,-0.014422,-2.9038,3.261,-10.26,11.15
0.77344,-0.0065521,-3.4427,3.1673,-10.069,11.103
0.78125,0.0034397,-3.681,2.8549,-10.135,11.154
0.78906,0.023646,-3.3994,2.4872,-10.593,11.399
0.79688,0.040372,-2.6794,2.1677,-11.278,11.793
0.80469,0.036657,-1.7623,1.9114,-11.931,12.211
0.8125,0.017583,-0.8391,1.7699,-12.382,12.536
0.82031,0.0014466,-0.027527,1.7684,-12.55,12.674
0.82812,-0.005152,0.6352,1.8166,-12.475,12.622
0.83594,-0.0076484,1.1794,1.8107,-12.313,12.501
0.84375,-0.0083793,1.6156,1.7468,-12.175,12.405
0.85156,-0.0077494,1.8996,1.6663,-11.973,12.237
0.85938,-0.012334,1.9855,1.5726,-11.53,11.805
0.86719,-0.025526,1.8782,1.4514,-10.853,11.109
0.875,-0.036701,1.6433,1.3075,-10.175,10.389
0.88281,-0.034463,1.3577,1.1497,-9.6681,9.8304
0.89062,-0.024411,1.0465,0.97878,-9.2671,9.3772
0.89844,-0.019916,0.7106,0.807,-8.8557,8.9207
0.90625,-0.021808,0.38685,0.6655,-8.4503,8.4853
0.91406,-0.021825,0.11232,0.58912,-8.0969,8.1191
0.92188,-0.02011,-0.1297,0.59938,-7.7504,7.7746
0.92969,-0.022941,-0.36815,0.68135,-7.3577,7.3984
0.9375,-0.02664,-0.59263,0.77377,-6.9691,7.037
0.94531,-0.020299,-0.77716,0.80632,-6.7074,6.8002
0.95312,-0.003918,-0.90587,0.75084,-6.6547,6.758
0.96094,0.010597,-0.964,0.62614,-6.7919,6.8884
0.96875,0.016984,-0.95644,0.46452,-7.0631,7.1427
0.97656,0.020356,-0.92309,0.2913,-7.4616,7.5241
0.98438,0.024126,-0.88518,0.12452,-7.9693,8.0193
0.99219,0.023444,-0.82171,-0.030066,-8.4578,8.4977
1,0.015459,-0.74023,-0.1764,-8.7732,8.8061
1.0078,0.0064842,-0.68787,-0.30473,-8.8967,8.9285
1.0156,0.0036353,-0.65859,-0.38472,-8.9255,8.9581
1.0234,0.0049767,-0.58374,-0.39949,-8.9266,8.9546
1.0312,0.0029885,-0.43353,-0.38184,-8.8948,8.9135
1.0391,-0.0039038,-0.26353,-0.39955,-8.827,8.8399
1.0469,-0.0081715,-0.16496,-0.4874,-8.751,8.7662
1.0547,-0.0040954,-0.17949,-0.59984,-8.684,8.7066
1.0625,0.0028473,-0.24331,-0.66468,-8.6337,8.6627
1.0703,0.0041064,-0.2628,-0.6834,-8.6354,8.6664
1.0781,0.0017013,-0.2518,-0.7278,-8.7254,8.7593
1.0859,0.0043502,-0.28969,-0.83786,-8.8962,8.9403
1.0938,0.012489,-0.36367,-0.99273,-9.1165,9.1776
1.1016,0.01721,-0.39635,-1.1768,-9.3413,9.4235
1.1094,0.012769,-0.39556,-1.3841,-9.4859,9.5945
1.1172,0.0021845,-0.43279,-1.5615,-9.4771,9.6146
1.125,-0.0074054,-0.51843,-1.638,-9.3514,9.5079
1.1328,-0.0098829,-0.61632,-1.6133,-9.2105,9.371
1.1406,-0.0049313,-0.72123,-1.5447,-9.0956,9.254
1.1484,9.96e-05,-0.84058,-1.4665,-9.0007,9.1581
1.1562,-0.00038604,-0.97041,-1.377,-8.959,9.116
1.1641,-0.00065563,-1.1179,-1.2771,-9.0023,9.1609
1.1719,0.0062965,-1.2659,-1.1843,-9.0959,9.2596
1.1797,0.014403,-1.3395,-1.1512,-9.2164,9.3841
1.1875,0.014965,-1.3052,-1.2766,-9.4273,9.6025
1.1953,0.014315,-1.2548,-1.6081,-9.7925,10.003
1.2031,0.02312,-1.3018,-2.026,-10.275,10.554
1.2109,0.035493,-1.4395,-2.3444,-10.789,11.134
1.2188,0.037457,-1.5878,-2.5364,-11.283,11.673
1.2266,0.028876,-1.7421,-2.7037,-11.732,12.165
1.2344,0.019604,-1.9752,-2.8268,-12.089,12.572
1.2422,0.012013,-2.2879,-2.7646,-12.318,12.83
1.25,0.003615,-2.5742,-2.5233,-12.438,12.95
1.2578,-0.001107,-2.7785,-2.2668,-12.506,13.01
1.2656,0.003704,-2.9598,-2.0135,-12.587,13.086
1.2734,0.01505,-3.1327,-1.5884,-12.816,13.289
1.2812,0.028445,-3.1902,-0.96113,-13.398,13.806
1.2891,0.045593,-3.0695,-0.39838,-14.357,14.687
1.2969,0.059692,-2.8645,-0.13856,-15.341,15.607
1.3047,0.046441,-2.7085,-0.074826,-15.878,16.108
1.3125,-0.0031841,-2.64,0.061877,-15.835,16.054
1.3203,-0.050688,-2.5707,0.33202,-15.449,15.665
1.3281,-0.050112,-2.2987,0.63189,-14.974,15.163
1.3359,-0.019572,-1.6542,0.99148,-14.444,14.573
1.3438,-0.02442,-0.73667,1.5346,-13.684,13.789
1.3516,-0.078449,0.15143,2.2059,-12.439,12.634
1.3594,-0.11555,0.87426,2.7864,-10.712,11.103
1.3672,-0.085083,1.5147,3.1311,-9.0164,9.6641
1.375,-0.023115,2.02,3.2429,-8.0069,8.8717
1.3828,0.0096005,2.1489,3.1945,-7.8438,8.7377
1.3906,0.013496,1.8454,3.0666,-8.1906,8.9385
1.3984,0.025859,1.3431,2.8792,-8.7332,9.2932
1.4062,0.047877,0.84582,2.5669,-9.3885,9.7697
1.4141,0.049653,0.34507,2.1001,-10.096,10.318
1.4219,0.028074,-0.23334,1.5839,-10.696,10.815
1.4297,0.011078,-0.86967,1.1471,-11.05,11.144
1.4375,0.010282,-1.4568,0.7995,-11.176,11.299
1.4453,0.0094144,-1.8791,0.48138,-11.214,11.381
1.4531,0.0011152,-2.0664,0.19573,-11.292,11.482
1.4609,-0.00093754,-2.0292,0.014676,-11.433,11.612
1.4688,0.0057172,-1.8583,-0.02338,-11.54,11.689
1.4766,0.0022558,-1.6207,0.027346,-11.467,11.581
1.4844,-0.015395,-1.266,0.076573,-11.164,11.236
1.4922,-0.02291,-0.76127,0.09429,-10.769,10.796
1.5,-0.008721,-0.26133,0.12162,-10.453,10.457
1.5078,0.0016519,0.055521,0.18838,-10.206,10.207
1.5156,-0.014503,0.24302,0.26844,-9.8546,9.8612
1.5234,-0.039461,0.45632,0.3296,-9.283,9.3001
1.5312,-0.043778,0.67699,0.37167,-8.5499,8.5847
