7587,1314,-7,24,-162
7588,1316,-10,33,-160
7589,1323,-12,42,-157
7590,1327,-13,50,-152
7591,1322,-11,53,-143
7592,1291,-2,48,-138
7593,1266,5,39,-131
7594,1247,11,26,-126
7595,1248,17,19,-125
7596,1280,22,10,-124
7597,1334,27,2,-123
7598,1386,31,-1,-120
7599,1405,37,2,-118
7600,1348,40,8,-116
7601,1272,42,13,-114
7602,1314,42,16,-112
7603,1397,41,16,-111
7604,1370,40,14,-111
7605,1313,33,7,-113
7606,1336,23,-1,-118
7607,1408,8,-7,-119
7608,1362,1,-6,-120
7609,1306,-2,-6,-121
7610,1317,-3,-4,-118
7611,1363,-1,-3,-113
7612,1348,0,-3,-111
7613,1290,2,-5,-106
7614,1278,5,-7,-94
7615,1327,7,-6,-87
7616,1327,7,-4,-76
7617,1289,9,-2,-72
7618,1287,11,0,-64
7619,1334,15,0,-55
7620,1330,16,0,-54
7621,1321,17,0,-52
7622,1327,19,2,-49
7623,1370,21,1,-51
7624,1372,21,1,-53
7625,1370,22,0,-56
7626,1393,22,-4,-69
7627,1400,22,-5,-73
7628,1397,21,-10,-80
7629,1376,20,-14,-87
7630,1362,19,-21,-93
7631,1358,19,-24,-93
7632,1350,18,-24,-91
7633,1326,19,-24,-88
7634,1331,20,-23,-87
7635,1366,23,-23,-90
7636,1382,25,-24,-95
7637,1377,25,-28,-100
7638,1358,21,-35,-101
7639,1351,19,-36,-102
7640,1342,14,-37,-102
7641,1347,11,-30,-103
7642,1362,12,-24,-104
7643,1382,14,-18,-108
7644,1372,13,-17,-108
7645,1329,7,-22,-104
7646,1319,5,-27,-98
7647,1329,7,-32,-98
7648,1347,13,-38,-101
7649,1379,26,-48,-107
7650,1380,39,-57,-117
7651,1368,41,-54,-118
7652,1355,44,-47,-121
7653,1384,45,-26,-135
7654,1407,44,-18,-140
7655,1441,43,1,-154
7656,1424,39,18,-166
7657,1350,36,30,-165
7658,1302,42,30,-161
7659,1308,50,34,-156
7660,1327,54,40,-150
7661,1317,48,47,-140
7662,1297,41,49,-134
7663,1267,25,46,-123
7664,1293,5,39,-113
7665,1358,-10,33,-113
7666,1397,-18,27,-120
7667,1405,-19,24,-127
7668,1351,-18,17,-126
7669,1291,-8,8,-119
7670,1314,-3,6,-119
7671,1353,1,4,-118
7672,1381,13,1,-117
7673,1297,27,0,-113
7674,1291,31,0,-111
7675,1308,36,1,-106
7676,1333,43,6,-95
7677,1321,43,7,-93
7678,1299,42,8,-90
7679,1316,37,9,-87
7680,1359,30,7,-85
7681,1346,25,4,-85
7682,1326,21,0,-85
7683,1330,18,-1,-83
7684,1340,14,-2,-82
7685,1334,9,-2,-77
7686,1314,4,-2,-72
7687,1312,1,-1,-66
7688,1336,-3,0,-64
7689,1353,-6,0,-63
7690,1352,-8,0,-64
7691,1355,-9,-1,-67
7692,1388,-9,-4,-77
7693,1389,-7,-6,-79
7694,1385,-6,-7,-82
7695,1368,-3,-11,-90
7696,1368,0,-14,-97
7697,1371,0,-16,-98
7698,1366,0,-16,-98
7699,1344,0,-15,-98
7700,1328,0,-15,-93
7701,1332,0,-14,-92
7702,1341,-1,-12,-89
7703,1342,0,-9,-88
7704,1345,0,-10,-88
7705,1362,0,-10,-91
7706,1374,2,-13,-97
7707,1370,3,-19,-101
7708,1368,4,-23,-107
7709,1384,6,-23,-113
7710,1392,7,-22,-119
7711,1371,8,-22,-123
7712,1360,8,-23,-124
7713,1344,7,-25,-125
7714,1349,1,-29,-124
7715,1350,-3,-32,-122
7716,1344,-9,-32,-122
7717,1343,-16,-31,-122
7718,1353,-19,-31,-121
7719,1341,-19,-34,-120
7720,1333,-18,-35,-120
7721,1332,-14,-35,-119
7722,1354,-5,-33,-121
7723,1377,14,-20,-130
7724,1378,18,-13,-135
7725,1385,24,0,-144
7726,1386,26,24,-150
7727,1362,21,29,-147
7728,1298,10,40,-138
7729,1269,-1,63,-132
7730,1373,-8,88,-126
7731,1362,-2,69,-119
7732,1284,5,35,-120
7733,1301,10,3,-132
7734,1487,16,-7,-155
7735,1520,20,-3,-160
7736,1437,28,6,-162
7737,1259,38,15,-156
7738,1234,42,16,-148
7739,1346,39,10,-142
7740,1397,31,1,-136
7741,1314,22,-3,-137
7742,1344,6,-2,-136
7743,1372,3,-1,-133
7744,1375,0,1,-129
7745,1290,-3,3,-116
7746,1253,0,4,-96
7747,1287,0,3,-91
7748,1331,2,0,-84
7749,1319,7,-5,-76
7750,1314,7,-6,-76
7751,1326,7,-8,-74
7752,1348,9,-7,-71
7753,1306,11,-6,-64
7754,1287,13,-4,-58
7755,1310,15,-1,-51
7756,1326,15,2,-45
7757,1329,15,3,-42
7758,1325,17,4,-42
7759,1345,18,5,-43
7760,1378,18,5,-46
7761,1381,18,2,-50
7762,1377,18,-1,-58
7763,1388,17,-6,-67
7764,1402,17,-12,-76
7765,1395,16,-15,-81
7766,1374,16,-19,-89
7767,1363,17,-19,-90
7768,1354,16,-19,-93
7769,1359,19,-16,-97
7770,1363,21,-16,-99
7771,1369,23,-18,-102
7772,1380,23,-22,-107
7773,1368,16,-37,-113
7774,1355,12,-40,-113
7775,1337,8,-39,-111
7776,1340,5,-26,-110
