7683,1324,-27,-7,-135
7684,1313,-17,14,-130
7685,1335,-5,36,-131
7686,1348,5,54,-133
7687,1345,8,61,-135
7688,1337,13,67,-135
7689,1334,9,72,-130
7690,1309,1,77,-122
7691,1294,0,80,-117
7692,1322,5,76,-117
7693,1371,12,62,-119
7694,1380,21,50,-126
7695,1362,25,42,-126
7696,1340,30,41,-124
7697,1329,31,42,-121
7698,1332,36,44,-120
7699,1344,38,44,-119
7700,1341,36,42,-116
7701,1325,28,39,-113
7702,1325,16,34,-110
7703,1357,0,29,-109
7704,1361,-3,29,-109
7705,1350,-10,27,-111
7706,1335,-17,25,-110
7707,1341,-22,20,-108
7708,1338,-21,16,-105
7709,1324,-17,15,-99
7710,1312,-15,12,-94
7711,1305,-5,11,-86
7712,1308,-2,10,-84
7713,1313,2,10,-75
7714,1302,5,11,-64
7715,1288,9,13,-58
7716,1292,13,15,-51
7717,1319,14,15,-47
7718,1351,15,15,-45
7719,1360,17,14,-50
7720,1366,17,14,-54
7721,1380,17,13,-58
7722,1398,17,12,-66
7723,1379,16,9,-77
7724,1371,16,8,-79
7725,1366,15,7,-84
7726,1376,15,5,-89
7727,1373,14,4,-91
7728,1360,13,3,-94
7729,1357,14,2,-98
7730,1368,15,1,-103
7731,1365,17,2,-106
7732,1357,17,1,-109
7733,1357,17,0,-112
7734,1358,14,-2,-112
7735,1353,12,-5,-112
7736,1338,10,-7,-111
7737,1332,8,-5,-109
7738,1340,6,-2,-106
7739,1347,4,2,-105
7740,1347,4,7,-104
7741,1350,3,9,-104
7742,1375,7,2,-116
7743,1390,12,-2,-122
7744,1405,19,-6,-127
7745,1402,31,-16,-136
7746,1362,39,-20,-145
7747,1361,39,-17,-144
7748,1360,38,-9,-145
7749,1332,33,8,-144
7750,1325,29,12,-142
7751,1322,23,25,-140
7752,1333,17,45,-137
7753,1335,8,70,-133
7754,1320,10,75,-136
7755,1325,16,74,-137
7756,1349,24,72,-128
7757,1296,29,75,-117
7758,1238,30,76,-105
7759,1271,28,73,-95
7760,1339,20,66,-90
7761,1401,5,57,-94
7762,1387,-6,50,-103
7763,1386,-12,47,-109
7764,1410,-25,41,-122
7765,1413,-29,38,-129
7766,1390,-32,34,-136
7767,1346,-28,32,-137
7768,1314,-16,33,-133
7769,1317,5,34,-123
7770,1315,10,34,-120
7771,1311,16,33,-116
7772,1304,25,30,-110
7773,1301,31,24,-96
7774,1300,31,23,-92
7775,1304,29,21,-87
7776,1327,23,18,-79
