0,0.014446,-3.92,2.8419,-12.152,13.081
0.0078125,0.015837,-3.5617,2.9095,-12.479,13.3
0.015625,0.010071,-3.095,2.989,-12.544,13.261
0.023438,-0.0033018,-2.5355,3.0232,-12.414,13.026
0.03125,-0.015859,-1.9539,2.9697,-12.24,12.746
0.039062,-0.021099,-1.3714,2.8544,-11.903,12.317
0.046875,-0.026052,-0.79257,2.6986,-11.19,11.538
0.054688,-0.041719,-0.27856,2.4885,-10.124,10.429
0.0625,-0.063442,0.085101,2.2334,-8.8916,9.1682
0.070312,-0.07336,0.28714,1.9759,-7.5975,7.8555
0.078125,-0.063144,0.40588,1.7496,-6.3338,6.5835
0.085938,-0.042522,0.50324,1.5732,-5.3537,5.6027
0.09375,-0.022904,0.55218,1.4727,-4.9175,5.1629
0.10156,-0.0048525,0.50938,1.4708,-4.9965,5.2333
0.10938,0.012243,0.40089,1.5572,-5.3158,5.5537
0.11719,0.021113,0.27512,1.6794,-5.669,5.9189
0.125,0.018937,0.1184,1.7619,-6.057,6.3091
0.13281,0.017489,-0.11383,1.7641,-6.5384,6.7731
0.14062,0.026304,-0.40071,1.7302,-7.0836,7.3029
0.14844,0.035726,-0.65277,1.7297,-7.6368,7.8574
0.15625,0.032663,-0.8093,1.7333,-8.2046,8.4246
0.16406,0.02328,-0.8809,1.6552,-8.7794,8.9774
0.17188,0.022403,-0.87899,1.532,-9.2893,9.4557
0.17969,0.028673,-0.76772,1.4643,-9.7277,9.8672
0.1875,0.027979,-0.53972,1.3643,-10.172,10.277
0.19531,0.016031,-0.32023,1.0918,-10.533,10.594
0.20312,0.0025914,-0.30628,0.88756,-10.503,10.545
0.21094,-0.0032008,-0.51803,1.1795,-9.9859,10.069
0.21875,-0.00071791,-0.69378,1.8621,-9.3927,9.6006
0.22656,0.0065972,-0.57981,2.3401,-9.2051,9.5156
0.23438,0.015596,-0.22845,2.3579,-9.4177,9.711
0.24219,0.02334,0.14828,2.2083,-9.7012,9.9505
0.25,0.027139,0.47444,2.131,-9.8926,10.131
0.25781,0.026025,0.79006,2.0516,-10.051,10.289
0.26562,0.021122,1.075,1.8973,-10.224,10.454
0.27344,0.014515,1.2541,1.7503,-10.38,10.601
0.28125,0.008373,1.3059,1.6731,-10.487,10.7
0.28906,0.0046135,1.2645,1.6332,-10.562,10.762
0.29688,0.0044532,1.1575,1.601,-10.626,10.808
0.30469,0.0078904,0.99758,1.5645,-10.661,10.822
0.3125,0.013132,0.7853,1.4864,-10.67,10.802
0.32031,0.016708,0.47889,1.4111,-10.762,10.864
0.32812,0.016485,0.023925,1.5531,-11.059,11.167
0.33594,0.0154,-0.53588,2.0924,-11.493,11.694
0.34375,0.017764,-1.0593,2.9911,-11.845,12.263
0.35156,0.019734,-1.5079,4.1745,-12.005,12.799
0.35938,0.012252,-2.0204,5.5879,-12.062,13.447
0.36719,1.3572e-05,-2.5877,6.8706,-12.169,14.212
0.375,0.0030048,-2.7889,7.4525,-12.427,14.756
0.38281,0.023249,-2.1909,7.2519,-12.837,14.905
0.39062,0.029338,-0.99203,6.8042,-13.262,14.938
0.39844,0.0022638,0.01241,6.5109,-13.475,14.966
0.40625,-0.026822,0.10687,6.2411,-13.279,14.673
0.41406,-0.026251,-0.8221,5.8047,-12.607,13.903
0.42188,-0.022753,-2.3016,5.33,-11.552,12.929
0.42969,-0.053304,-3.685,4.9813,-10.249,11.977
0.4375,-0.087415,-4.5912,4.6668,-8.8437,11.003
0.44531,-0.067522,-4.9112,4.2464,-7.7503,10.11
0.45312,-0.0027245,-4.5248,3.8084,-7.6587,9.6764
0.46094,0.048532,-3.4193,3.5512,-8.7914,10.079
0.46875,0.06651,-2.036,3.5166,-10.421,11.185
0.47656,0.072555,-0.96188,3.5996,-11.635,12.217
0.48438,0.065898,-0.29377,3.743,-12.238,12.801
0.49219,0.027892,0.24261,3.9544,-12.476,13.09
0.5,-0.022534,0.72457,4.1636,-12.382,13.084
